"id","first_name","last_name","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","points_vor","rank","floor_vor","floor_rank","ceiling_vor","ceiling_rank"
"7813","Alex","Smith","WAS","QB",34,13,"QB","weighted",262.997915281243,7,4.13432946517156,14.5975722366788,256.34,278.982043768997,2,12.6036164106265,67,21.3,57,16.532254508612,63
"7836","Aaron","Rodgers","GBP","QB",35,13,"QB","average",306.184666666667,1,17.348,16.8621352542712,288.5464,318.3544,1,55.8835555555556,22,48.7567333333333,29,55.2979333333334,21
"7836","Aaron","Rodgers","GBP","QB",35,13,"QB","robust",306.477,1,16.9195,16.3916256000001,288.5464,318.3544,1,56.5573333333334,21,48.7567333333333,29,55.2979333333334,21
"7836","Aaron","Rodgers","GBP","QB",35,13,"QB","weighted",306.907628776719,1,17.2353197546824,17.0425342411078,286.34,317.977114,1,56.5133299061019,21,51.3,27,55.527324739615,21
"7877","Frank","Gore","MIA","RB",35,13,"RB","average",63.0933333333333,63,0.201666666666668,16.5131351757724,47.973,74.433,14,-48.62,247,-43.5386666666667,233,-54.3473333333334,275
"7877","Frank","Gore","MIA","RB",35,13,"RB","robust",63.4425,61,0.425000000000004,2.47594199999998,47.973,74.433,14,-47.72,247,-43.5386666666667,233,-54.3473333333334,275
"7877","Frank","Gore","MIA","RB",35,13,"RB","weighted",62.0805811261762,66,6.01587499624208,16.9781582923639,45.2,74.3395479651163,14,-49.8250814218,254,-44.5266666666667,230,-53.7357471083386,271
"7942","Darren","Sproles","PHI","RB",35,13,"RB","average",58.4166666666667,67,5.18166666666666,9.80259319432023,50.615,68.075,15,-53.2966666666667,265,-40.8966666666667,227,-60.7053333333333,292
"7942","Darren","Sproles","PHI","RB",35,13,"RB","robust",59.655,67,4.995,10.74885,50.615,68.075,15,-51.5075,257,-40.8966666666667,227,-60.7053333333333,292
"7942","Darren","Sproles","PHI","RB",35,13,"RB","weighted",58.0690451853411,67,4.54949583621441,10.044872757614,49.4,67.6692950581395,15,-53.8366173626352,268,-40.3266666666667,221,-60.4060000153154,290
